adj,noun,f,ipm
"немецкий","фольварк",1, 0.01030
"немецкий","тесак",1, 0.01030
"немецкий","область",1, 0.01030
"немецкий","столица",1, 0.01030
"немецкий","носок",1, 0.01030
"немецкий","княжна",1, 0.01030
"немецкий","паровоз",1, 0.01030
"немецкий","пропеллер",1, 0.01030
"немецкий","купание",1, 0.01030
"немецкий","фига",1, 0.01030
"немецкий","смысл",1, 0.01030
"немецкий","классика",1, 0.01030
"немецкий","двойка",1, 0.01030
"немецкий","пытка",1, 0.01030
"немецкий","ставленник",1, 0.01030
"немецкий","совет",1, 0.01030
"немецкий","голенище",1, 0.01030
"немецкий","любитель",1, 0.01030
"немецкий","флотилия",1, 0.01030
"немецкий","урок",1, 0.01030
"немецкий","автобаза",1, 0.01030
"немецкий","карандаш",1, 0.01030
"немецкий","затылок",1, 0.01030
"немецкий","генералитет",1, 0.01030
"немецкий","обносок",1, 0.01030
"немецкий","кавалерист",1, 0.01030
"немецкий","накидка",1, 0.01030
"немецкий","вырубка",1, 0.01030
"немецкий","корректировщик",1, 0.01030
"немецкий","машини",1, 0.01030
"немецкий","пеленгатор",1, 0.01030
"немецкий","плеть",1, 0.01030
"немецкий","труд",1, 0.01030
"немецкий","сталь",1, 0.01030
"немецкий","доброволец",1, 0.01030
"немецкий","источник",1, 0.01030
"немецкий","дело",1, 0.01030
"немецкий","мотополк",1, 0.01030
"немецкий","мода",1, 0.01030
"немецкий","фриц",1, 0.01030
"немецкий","ортскомендатура",1, 0.01030
"немецкий","фабрика",1, 0.01030
"немецкий","дождевик",1, 0.01030
"немецкий","зажигалка",1, 0.01030
"немецкий","мышеловка",1, 0.01030
"немецкий","цитата",1, 0.01030
"немецкий","шоколад",1, 0.01030
"немецкий","полицейпрезидент",1, 0.01030
"немецкий","фонарик",1, 0.01030
"немецкий","караван",1, 0.01030
"немецкий","вид",1, 0.01030
"немецкий","завтрак",1, 0.01030
"немецкий","естествоиспытатель",1, 0.01030
"немецкий","каратель",1, 0.01030
"немецкий","табун",1, 0.01030
"немецкий","кровать",1, 0.01030
"немецкий","радиоустановка",1, 0.01030
"немецкий","сержант",1, 0.01030
"немецкий","полотенце",1, 0.01030
"немецкий","духи",1, 0.01030
"немецкий","велосипед",1, 0.01030
"немецкий","налет",1, 0.01030
"немецкий","осколок",1, 0.01030
"немецкий","книгопечатник",1, 0.01030
"немецкий","словечко",1, 0.01030
"немецкий","кухня",1, 0.01030
"немецкий","император",1, 0.01030
"немецкий","миноносец",1, 0.01030
"немецкий","детишки",1, 0.01030
"немецкий","герой",1, 0.01030
"немецкий","полева",1, 0.01030
"немецкий","сталинград",1, 0.01030
"немецкий","шпионка",1, 0.01030
"немецкий","сердце",1, 0.01030
"немецкий","описание",1, 0.01030
"немецкий","первопечатник",1, 0.01030
"немецкий","монах",1, 0.01030
"немецкий","спринтер",1, 0.01030
"немецкий","комбинезон",1, 0.01030
"немецкий","посланник",1, 0.01030
"немецкий","средневековье",1, 0.01030
"немецкий","шеренга",1, 0.01030
"немецкий","сомнение",1, 0.01030
"немецкий","интервенция",1, 0.01030
"немецкий","мастерская",1, 0.01030
"немецкий","певчий",1, 0.01030
"немецкий","штурмбанфюрер",1, 0.01030
"немецкий","коммунистка",1, 0.01030
"немецкий","житель",1, 0.01030
"немецкий","фуражир",1, 0.01030
"немецкий","эскадрилья",1, 0.01030
"немецкий","музыкант",1, 0.01030
"немецкий","переселенец",1, 0.01030
"немецкий","шрифт",1, 0.01030
"немецкий","фройлейн",1, 0.01030
"немецкий","мыло",1, 0.01030
"немецкий","хор",1, 0.01030
"немецкий","дворянин",1, 0.01030
"немецкий","утка",1, 0.01030
"немецкий","крем-сода",1, 0.01030
"немецкий","плавка",1, 0.01030
"немецкий","бензобак",1, 0.01030
"немецкий","точность",1, 0.01030
"немецкий","озеро",1, 0.01030
"немецкий","ром",1, 0.01030
"немецкий","социал-демократ",1, 0.01030
"немецкий","зенитка",1, 0.01030
"немецкий","фурманка",1, 0.01030
"немецкий","заготовитель",1, 0.01030
"немецкий","кампания",1, 0.01030
"немецкий","фотка",1, 0.01030
"немецкий","промах",1, 0.01030
"немецкий","крестьянин",1, 0.01030
"немецкий","картечь",1, 0.01030
"немецкий","соляр",1, 0.01030
"немецкий","ребятишки",1, 0.01030
"немецкий","нация",1, 0.01030
"немецкий","космотанкер",1, 0.01030
"немецкий","лакей",1, 0.01030
"немецкий","произношение",1, 0.01030
"немецкий","демонстрация",1, 0.01030
"немецкий","броневичок",1, 0.01030
"немецкий","богатырь",1, 0.01030
"немецкий","булочная",1, 0.01030
"немецкий","матрос",1, 0.01030
"немецкий","ориентация",1, 0.01030
"немецкий","ножовка",1, 0.01030
"немецкий","парабеллум",1, 0.01030
"немецкий","деревня",1, 0.01030
"немецкий","планерист",1, 0.01030
"немецкий","рабство",1, 0.01030
"немецкий","телефонист",1, 0.01030
"немецкий","верзила",1, 0.01030
"немецкий","берлин",1, 0.01030
"немецкий","картон",1, 0.01030
"немецкий","закон",1, 0.01030
"немецкий","руины",1, 0.01030
"немецкий","сектант",1, 0.01030
"немецкий","засилье",1, 0.01030
"немецкий","состав",1, 0.01030
"немецкий","вопрос",1, 0.01030
"немецкий","прописка",1, 0.01030
"немецкий","пропаганда",1, 0.01030
"немецкий","черта",1, 0.01030
"немецкий","ландскнехт",1, 0.01030
"немецкий","справка",1, 0.01030
"немецкий","присутствие",1, 0.01030
"немецкий","егерь",1, 0.01030
"немецкий","кирха",1, 0.01030
"немецкий","националист",1, 0.01030
"немецкий","капрал",1, 0.01030
"немецкий","иго",1, 0.01030
"немецкий","политика",1, 0.01030
"немецкий","пианино",1, 0.01030
"немецкий","каторга",1, 0.01030
"немецкий","гимнастерка",1, 0.01030
"немецкий","роман",1, 0.01030
"немецкий","персоненваген",1, 0.01030
"немецкий","передача",1, 0.01030
"немецкий","окрик",1, 0.01030
"немецкий","алфавит",1, 0.01030
"немецкий","бланк",1, 0.01030
"немецкий","сосна",1, 0.01030
"немецкий","национальность",1, 0.01030
"немецкий","штабник",1, 0.01030
"немецкий","вранье",1, 0.01030
"немецкий","хлам",1, 0.01030
"немецкий","линкор",1, 0.01030
"немецкий","шарфик",1, 0.01030
"немецкий","помещик",1, 0.01030
"немецкий","палатка",1, 0.01030
"немецкий","дедушка",1, 0.01030
"немецкий","портной",1, 0.01030
"немецкий","фотоснимок",1, 0.01030
"немецкий","браунинг",1, 0.01030
"немецкий","баржа",1, 0.01030
"немецкий","штаны",1, 0.01030
"немецкий","господин",1, 0.01030
"немецкий","броня",1, 0.01030
"немецкий","ярость",1, 0.01030
"немецкий","новинка",1, 0.01030
"немецкий","сирота",1, 0.01030
"немецкий","идеализм",1, 0.01030
"немецкий","ярмарка",1, 0.01030
"немецкий","инспектор",1, 0.01030
"немецкий","легавый",1, 0.01030
"немецкий","солдатик",1, 0.01030
"немецкий","интендант",1, 0.01030
"немецкий","кокарда",1, 0.01030
"немецкий","фугаска",1, 0.01030
"немецкий","стеклопакет",1, 0.01030
"немецкий","вахмистр",1, 0.01030
"немецкий","инструктор",1, 0.01030
"немецкий","путешественник",1, 0.01030
"немецкий","геометр",1, 0.01030
"немецкий","альпинист",1, 0.01030
"немецкий","рота",1, 0.01030
"немецкий","припев",1, 0.01030
"немецкий","сынок",1, 0.01030
"немецкий","возглас",1, 0.01030
"немецкий","потеря",1, 0.01030
"немецкий","одноклассник",1, 0.01030
"немецкий","коммуникация",1, 0.01030
"немецкий","конструкция",1, 0.01030
"немецкий","нашивка",1, 0.01030
"немецкий","подполье",1, 0.01030
"немецкий","крепость",1, 0.01030
"немецкий","ганс",1, 0.01030
"немецкий","вагон",1, 0.01030
"немецкий","разведгруппа",1, 0.01030
"немецкий","коттедж",1, 0.01030
"немецкий","аристократия",1, 0.01030
"немецкий","победа",1, 0.01030
"немецкий","лодка",1, 0.01030
"немецкий","делегация",1, 0.01030
"немецкий","ужин",1, 0.01030
"немецкий","заслон",1, 0.01030
"немецкий","блиц",1, 0.01030
"немецкий","сухогруз",1, 0.01030
"немецкий","дама",1, 0.01030
"немецкий","мир",1, 0.01030
"немецкий","окружение",1, 0.01030
"немецкий","гильза",1, 0.01030
"немецкий","кортик",1, 0.01030
"немецкий","агентура",1, 0.01030
"немецкий","водитель",1, 0.01030
"немецкий","тройка",1, 0.01030
"немецкий","правда",1, 0.01030
"немецкий","окно",1, 0.01030
"немецкий","броневик",1, 0.01030
"немецкий","грузовоз",1, 0.01030
"немецкий","стратег",1, 0.01030
"немецкий","леденец",1, 0.01030
"немецкий","расстрел",1, 0.01030
"немецкий","продукция",1, 0.01030
"немецкий","село",1, 0.01030
"немецкий","обер",1, 0.01030
"немецкий","трасса",1, 0.01030
"немецкий","прическа",1, 0.01030
"немецкий","снимок",1, 0.01030
"немецкий","охранка",1, 0.01030
"немецкий","яд",1, 0.01030
"немецкий","капитал",1, 0.01030
"немецкий","род",1, 0.01030
"немецкий","колхоз",1, 0.01030
"немецкий","кроссовок",1, 0.01030
"немецкий","папка",1, 0.01030
"немецкий","автомобиль",1, 0.01030
"немецкий","кондуктор",1, 0.01030
"немецкий","агата",1, 0.01030
"немецкий","воинство",1, 0.01030
"немецкий","разум",1, 0.01030
"немецкий","штампа",1, 0.01030
"немецкий","бинт",1, 0.01030
"немецкий","наймитка",1, 0.01030
"немецкий","гюнтер",1, 0.01030
"немецкий","артикль",1, 0.01030
"немецкий","ставленница",1, 0.01030
"немецкий","жюль",1, 0.01030
"немецкий","кинопленка",1, 0.01030
"немецкий","территория",1, 0.01030
"немецкий","маскхалат",1, 0.01030
"немецкий","судно",1, 0.01030
"немецкий","орда",1, 0.01030
"немецкий","знамя",1, 0.01030
"немецкий","добропорядочность",1, 0.01030
"немецкий","силезия",1, 0.01030
"немецкий","ценность",1, 0.01030
"немецкий","кобург",1, 0.01030
"немецкий","революционер",1, 0.01030
"немецкий","полк",1, 0.01030
"немецкий","делегат",1, 0.01030
"немецкий","злодеяние",1, 0.01030
"немецкий","тол",1, 0.01030
"немецкий","изобретатель",1, 0.01030
"немецкий","сморчок",1, 0.01030
"немецкий","кадр",1, 0.01030
"немецкий","стряпня",1, 0.01030
"немецкий","крестоносец",1, 0.01030
"немецкий","стихотвореньице",1, 0.01030
"немецкий","металлургия",1, 0.01030
"немецкий","батарейка",1, 0.01030
"немецкий","бункер",1, 0.01030
"немецкий","танкетка",1, 0.01030
"немецкий","подвиг",1, 0.01030
"немецкий","брань",1, 0.01030
"немецкий","астрофизик",1, 0.01030
"немецкий","классик",1, 0.01030
"немецкий","пограничник",1, 0.01030
"немецкий","империя",1, 0.01030
"немецкий","мародер",1, 0.01030
"немецкий","вторжение",1, 0.01030
"немецкий","конструктор",1, 0.01030
"немецкий","шезлонг",1, 0.01030
"немецкий","социал-демократия",1, 0.01030
"немецкий","эльзас",1, 0.01030
"немецкий","бонна",1, 0.01030
"немецкий","право",1, 0.01030
"немецкий","геолог",1, 0.01030
"немецкий","счастие",1, 0.01030
"немецкий","купальник",1, 0.01030
"немецкий","служба",1, 0.01030
"немецкий","караулов",1, 0.01030
"немецкий","диалект",1, 0.01030
"немецкий","поместье",1, 0.01030
"немецкий","ослик",1, 0.01030
"немецкий","эскадрон",1, 0.01030
"немецкий","труха",1, 0.01030
"немецкий","прожекторист",1, 0.01030
"немецкий","шина",1, 0.01030
"немецкий","электролиния",1, 0.01030
"немецкий","епископ",1, 0.01030
"немецкий","костюм",1, 0.01030
"немецкий","кепка",1, 0.01030
"немецкий","ухо",1, 0.01030
"немецкий","арбалетчик",1, 0.01030
"немецкий","выкормыш",1, 0.01030
"немецкий","наука",1, 0.01030
"немецкий","рама",1, 0.01030
"немецкий","сентиментальность",1, 0.01030
"немецкий","князек",1, 0.01030
"немецкий","лавочница",1, 0.01030
"немецкий","поэзия",1, 0.01030
"немецкий","пунктуальность",1, 0.01030
"немецкий","железо",1, 0.01030
"немецкий","краска",1, 0.01030
"немецкий","противопехотка",1, 0.01030
"немецкий","шушера",1, 0.01030
"немецкий","педант",1, 0.01030
"немецкий","засилие",1, 0.01030
"немецкий","принцесса",1, 0.01030
"немецкий","курятник",1, 0.01030
"немецкий","отступление",1, 0.01030
"немецкий","душа",1, 0.01030
"немецкий","пуховик",1, 0.01030
"немецкий","любовь",1, 0.01030
"немецкий","номер",1, 0.01030
"немецкий","завод",1, 0.01030
"немецкий","коварство",1, 0.01030
"немецкий","андрей",1, 0.01030
"немецкий","пресса",1, 0.01030
"немецкий","литератор",1, 0.01030
"немецкий","садовник",1, 0.01030
"немецкий","розга",1, 0.01030
"немецкий","клеймо",1, 0.01030
"немецкий","спина",1, 0.01030
"немецкий","быт",1, 0.01030
"немецкий","фельдмаршал",1, 0.01030
"немецкий","фугас",1, 0.01030
"немецкий","листок",1, 0.01030
"немецкий","звание",1, 0.01030
"немецкий","аэростат",1, 0.01030
"немецкий","пословица",1, 0.01030
"немецкий","гад",1, 0.01030
"немецкий","консервы",1, 0.01030
"немецкий","кинжал",1, 0.01030
"немецкий","обувь",1, 0.01030
"украинский","песня",42, 0.43239
"украинский","язык",40, 0.41180
"украинский","земля",23, 0.23679
"украинский","фронт",22, 0.22649
"украинский","народ",22, 0.22649
"украинский","борщ",21, 0.21620
"украинский","рубашка",18, 0.18531
"украинский","националист",17, 0.17502
"украинский","академия",13, 0.13384
"украинский","акцент",13, 0.13384
"украинский","ночь",11, 0.11325
"украинский","слово",10, 0.10295
"украинский","бульвар",9, 0.09266
"украинский","степь",9, 0.09266
"украинский","костюм",9, 0.09266
"украинский","город",8, 0.08236
"украинский","село",8, 0.08236
"украинский","хата",8, 0.08236
"украинский","полицай",8, 0.08236
"украинский","флаг",7, 0.07207
"украинский","хлеб",7, 0.07207
"украинский","речь",6, 0.06177
"украинский","гопак",6, 0.06177
"украинский","полиция",5, 0.05148
"украинский","фамилия",5, 0.05148
"украинский","рубаха",5, 0.05148
"украинский","выговор",5, 0.05148
"украинский","население",5, 0.05148
"украинский","колхоз",4, 0.04118
"украинский","милиционер",4, 0.04118
"украинский","деревня",4, 0.04118
"украинский","хлопец",4, 0.04118
"украинский","дело",4, 0.04118
"украинский","молодежь",4, 0.04118
"украинский","манер",3, 0.03089
"украинский","говор",3, 0.03089
"украинский","поэт",3, 0.03089
"украинский","базар",3, 0.03089
"украинский","держава",3, 0.03089
"украинский","мелодия",3, 0.03089
"украинский","произношение",3, 0.03089
"украинский","хатка",3, 0.03089
"украинский","девушка",3, 0.03089
"украинский","лето",3, 0.03089
"украинский","трест",3, 0.03089
"украинский","городок",3, 0.03089
"украинский","сорочка",3, 0.03089
"украинский","вышивка",3, 0.03089
"украинский","университет",3, 0.03089
"украинский","литература",3, 0.03089
"украинский","герб",3, 0.03089
"украинский","мазанка",3, 0.03089
"украинский","деньги",2, 0.02059
"украинский","крестьянин",2, 0.02059
"украинский","сказка",2, 0.02059
"украинский","пионер",2, 0.02059
"украинский","танец",2, 0.02059
"украинский","друг",2, 0.02059
"украинский","кофта",2, 0.02059
"украинский","учитель",2, 0.02059
"украинский","поговорка",2, 0.02059
"украинский","делегация",2, 0.02059
"украинский","сало",2, 0.02059
"украинский","стиль",2, 0.02059
"украинский","повстанец",2, 0.02059
"украинский","школьник",2, 0.02059
"украинский","колбаса",2, 0.02059
"украинский","солнце",2, 0.02059
"украинский","гетман",2, 0.02059
"украинский","кофточка",2, 0.02059
"украинский","фашист",2, 0.02059
"украинский","девчата",2, 0.02059
"украинский","комитет",2, 0.02059
"украинский","словечко",2, 0.02059
"украинский","патриот",2, 0.02059
"украинский","селянин",2, 0.02059
"украинский","партизан",2, 0.02059
"украинский","мов",2, 0.02059
"украинский","армия",2, 0.02059
"украинский","театр",2, 0.02059
"украинский","деятель",2, 0.02059
"украинский","плетень",2, 0.02059
"украинский","карбованец",2, 0.02059
"украинский","кухня",1, 0.01030
"украинский","трио",1, 0.01030
"украинский","анекдот",1, 0.01030
"украинский","кровь",1, 0.01030
"украинский","притча",1, 0.01030
"украинский","пшеница",1, 0.01030
"украинский","диктант",1, 0.01030
"украинский","бешбармак",1, 0.01030
"украинский","блузка",1, 0.01030
"украинский","писатель",1, 0.01030
"украинский","название",1, 0.01030
"украинский","пословица",1, 0.01030
"украинский","оперативник",1, 0.01030
"украинский","футболист",1, 0.01030
"украинский","тип",1, 0.01030
"украинский","родственник",1, 0.01030
"украинский","традиция",1, 0.01030
"украинский","политика",1, 0.01030
"украинский","таможня",1, 0.01030
"украинский","фабрика",1, 0.01030
"украинский","колхозник",1, 0.01030
"украинский","разведка",1, 0.01030
"украинский","вывеска",1, 0.01030
"украинский","начальство",1, 0.01030
"украинский","государство",1, 0.01030
"украинский","мудрость",1, 0.01030
"украинский","род",1, 0.01030
"украинский","нквд",1, 0.01030
"украинский","ус",1, 0.01030
"украинский","письменнык",1, 0.01030
"украинский","берег",1, 0.01030
"украинский","пахарь",1, 0.01030
"украинский","керамика",1, 0.01030
"украинский","женщина",1, 0.01030
"украинский","ковер",1, 0.01030
"украинский","лента",1, 0.01030
"украинский","платье",1, 0.01030
"украинский","гимнация",1, 0.01030
"украинский","кинофабрика",1, 0.01030
"украинский","культура",1, 0.01030
"украинский","хлопчик",1, 0.01030
"украинский","станица",1, 0.01030
"украинский","око",1, 0.01030
"украинский","стать",1, 0.01030
"украинский","книга",1, 0.01030
"украинский","посредник",1, 0.01030
"украинский","ситуация",1, 0.01030
"украинский","революционер",1, 0.01030
"украинский","дорожка",1, 0.01030
"украинский","отряд",1, 0.01030
"украинский","громада",1, 0.01030
"украинский","хать",1, 0.01030
"украинский","поп",1, 0.01030
"украинский","ребенок",1, 0.01030
"украинский","сичев",1, 0.01030
"украинский","песенка",1, 0.01030
"украинский","снадобье",1, 0.01030
"украинский","трезубец",1, 0.01030
"украинский","рабочий",1, 0.01030
"украинский","карпаты",1, 0.01030
"украинский","дивизия",1, 0.01030
"украинский","иезуит",1, 0.01030
"украинский","правительство",1, 0.01030
"украинский","лад",1, 0.01030
"украинский","кобзарь",1, 0.01030
"украинский","октябрь",1, 0.01030
"украинский","видавництво",1, 0.01030
"украинский","полотенце",1, 0.01030
"украинский","спонсор",1, 0.01030
"украинский","голос",1, 0.01030
"украинский","цек",1, 0.01030
"украинский","химия",1, 0.01030
"украинский","ситовка",1, 0.01030
"украинский","пейзаж",1, 0.01030
"украинский","дубочек",1, 0.01030
"украинский","местечко",1, 0.01030
"украинский","каравай",1, 0.01030
"украинский","монисто",1, 0.01030
"украинский","жизнь",1, 0.01030
"украинский","напев",1, 0.01030
"украинский","имя",1, 0.01030
"украинский","девка",1, 0.01030
"украинский","узор",1, 0.01030
"украинский","дождь",1, 0.01030
"украинский","захолустье",1, 0.01030
"украинский","зима",1, 0.01030
"украинский","контрреволюционер",1, 0.01030
"украинский","гончар",1, 0.01030
"украинский","директория",1, 0.01030
"украинский","поле",1, 0.01030
"украинский","моисей",1, 0.01030
"украинский","движение",1, 0.01030
"украинский","эсер",1, 0.01030
"украинский","жито",1, 0.01030
"украинский","республика",1, 0.01030
"украинский","хутор",1, 0.01030
"украинский","студент",1, 0.01030
"украинский","большевик",1, 0.01030
"украинский","шлях",1, 0.01030
"украинский","баштан",1, 0.01030
"украинский","штаны",1, 0.01030
"украинский","эсэсовец",1, 0.01030
"украинский","облако",1, 0.01030
"украинский","баба",1, 0.01030
"украинский","пьеса",1, 0.01030
"украинский","плуг",1, 0.01030
"украинский","лира",1, 0.01030
"украинский","история",1, 0.01030
"украинский","брат",1, 0.01030
"украинский","артист",1, 0.01030
"украинский","национализм",1, 0.01030
"украинский","жупан",1, 0.01030
"украинский","гопачок",1, 0.01030
"украинский","мрамор",1, 0.01030
"украинский","институт",1, 0.01030
"украинский","блуза",1, 0.01030
"украинский","манера",1, 0.01030
"украинский","спокойствие",1, 0.01030
"украинский","маслице",1, 0.01030
"украинский","тракторист",1, 0.01030
"украинский","говорок",1, 0.01030
"украинский","школа",1, 0.01030
"украинский","вишня",1, 0.01030
"украинский","интеллигенция",1, 0.01030
"украинский","дорога",1, 0.01030
"украинский","утро",1, 0.01030
"украинский","напевность",1, 0.01030
"украинский","шов",1, 0.01030
"украинский","педагог",1, 0.01030
"украинский","вопрос",1, 0.01030
"украинский","оксана",1, 0.01030
"украинский","магнат",1, 0.01030
"украинский","галицкая",1, 0.01030
"украинский","гимназия",1, 0.01030
"украинский","общество",1, 0.01030
"украинский","паренек",1, 0.01030
"украинский","блюдо",1, 0.01030
"украинский","поселок",1, 0.01030
"украинский","опера",1, 0.01030
"украинский","юмор",1, 0.01030
"украинский","филиал",1, 0.01030
"украинский","чувство",1, 0.01030
"украинский","крестьянка",1, 0.01030
"украинский","июль",1, 0.01030
"украинский","газета",1, 0.01030
"украинский","молоко",1, 0.01030
"украинский","выходец",1, 0.01030
"украинский","тополь",1, 0.01030
"польский","язык",21, 0.21620
"польский","армия",15, 0.15443
"польский","офицер",12, 0.12354
"польский","граница",11, 0.11325
"польский","фронт",11, 0.11325
"польский","король",9, 0.09266
"польский","легион",9, 0.09266
"польский","повстанец",9, 0.09266
"польский","шляхта",8, 0.08236
"польский","народ",8, 0.08236
"польский","слово",7, 0.07207
"польский","государство",7, 0.07207
"польский","кладбище",6, 0.06177
"польский","пан",6, 0.06177
"польский","город",6, 0.06177
"польский","костел",5, 0.05148
"польский","кровь",5, 0.05148
"польский","патриот",5, 0.05148
"польский","поэт",5, 0.05148
"польский","паспорт",4, 0.04118
"польский","королевство",4, 0.04118
"польский","разведка",4, 0.04118
"польский","помещик",4, 0.04118
"польский","улан",4, 0.04118
"польский","акцент",4, 0.04118
"польский","панночка",4, 0.04118
"польский","профессор",3, 0.03089
"польский","гусар",3, 0.03089
"польский","революционер",3, 0.03089
"польский","сторона",3, 0.03089
"польский","командование",3, 0.03089
"польский","правительство",3, 0.03089
"польский","солдат",3, 0.03089
"польский","художник",3, 0.03089
"польский","аристократка",3, 0.03089
"польский","жандарм",3, 0.03089
"польский","речь",3, 0.03089
"польский","шляхтич",3, 0.03089
"польский","журнал",3, 0.03089
"польский","орел",3, 0.03089
"польский","песенка",3, 0.03089
"польский","ученый",3, 0.03089
"польский","имя",3, 0.03089
"польский","харцер",3, 0.03089
"польский","астроном",3, 0.03089
"польский","территория",3, 0.03089
"польский","граф",3, 0.03089
"польский","дворянин",3, 0.03089
"польский","предок",2, 0.02059
"польский","гриб",2, 0.02059
"польский","школа",2, 0.02059
"польский","рабочий",2, 0.02059
"польский","земля",2, 0.02059
"польский","математик",2, 0.02059
"польский","фольварк",2, 0.02059
"польский","тыл",2, 0.02059
"польский","войско",2, 0.02059
"польский","злотый",2, 0.02059
"польский","ругательство",2, 0.02059
"польский","легионер",2, 0.02059
"польский","дефензива",2, 0.02059
"польский","графиня",2, 0.02059
"польский","друг",2, 0.02059
"польский","аэродром",2, 0.02059
"польский","республика",2, 0.02059
"польский","партия",2, 0.02059
"польский","восстание",2, 0.02059
"польский","крестьянин",2, 0.02059
"польский","владычество",2, 0.02059
"польский","полиция",2, 0.02059
"польский","фильм",2, 0.02059
"польский","имение",2, 0.02059
"польский","магнат",2, 0.02059
"польский","власть",2, 0.02059
"польский","социалист",2, 0.02059
"польский","сейм",2, 0.02059
"польский","форма",2, 0.02059
"польский","собор",2, 0.02059
"польский","поморье",2, 0.02059
"польский","городок",2, 0.02059
"польский","вопрос",2, 0.02059
"польский","нашествие",2, 0.02059
"польский","словечко",1, 0.01030
"польский","корень",1, 0.01030
"польский","чуб",1, 0.01030
"польский","командир",1, 0.01030
"польский","санитар",1, 0.01030
"польский","фамилия",1, 0.01030
"польский","звучание",1, 0.01030
"польский","писатель",1, 0.01030
"польский","фантаст",1, 0.01030
"польский","гувернантка",1, 0.01030
"польский","глухомань",1, 0.01030
"польский","торговец",1, 0.01030
"польский","девчонка",1, 0.01030
"польский","воевода",1, 0.01030
"польский","авантюристка",1, 0.01030
"польский","дипломат",1, 0.01030
"польский","таможенник",1, 0.01030
"польский","пейнтболист",1, 0.01030
"польский","писательница",1, 0.01030
"польский","знамя",1, 0.01030
"польский","эмиграция",1, 0.01030
"польский","поход",1, 0.01030
"польский","церковь",1, 0.01030
"польский","держава",1, 0.01030
"польский","вагон",1, 0.01030
"польский","сапог",1, 0.01030
"польский","чемодан",1, 0.01030
"польский","провокация",1, 0.01030
"польский","интервент",1, 0.01030
"польский","коридор",1, 0.01030
"польский","гражданин",1, 0.01030
"польский","час",1, 0.01030
"польский","ус",1, 0.01030
"польский","академия",1, 0.01030
"польский","солнце",1, 0.01030
"польский","газета",1, 0.01030
"польский","шапка",1, 0.01030
"польский","кухня",1, 0.01030
"польский","любезность",1, 0.01030
"польский","бой",1, 0.01030
"польский","школьник",1, 0.01030
"польский","меч",1, 0.01030
"польский","обозначение",1, 0.01030
"польский","поезд",1, 0.01030
"польский","армянин",1, 0.01030
"польский","кираса",1, 0.01030
"польский","князь",1, 0.01030
"польский","курьер",1, 0.01030
"польский","престол",1, 0.01030
"польский","паровоз",1, 0.01030
"польский","часовой",1, 0.01030
"польский","местечко",1, 0.01030
"польский","шашка",1, 0.01030
"польский","миссия",1, 0.01030
"польский","цепь",1, 0.01030
"польский","пушка",1, 0.01030
"польский","путешественник",1, 0.01030
"польский","залив",1, 0.01030
"польский","песня",1, 0.01030
"польский","вельможа",1, 0.01030
"польский","военнопленный",1, 0.01030
"польский","монета",1, 0.01030
"польский","мятежник",1, 0.01030
"польский","большевик",1, 0.01030
"польский","магнатерия",1, 0.01030
"польский","тетка",1, 0.01030
"польский","знак",1, 0.01030
"польский","конфедератка",1, 0.01030
"польский","маршал",1, 0.01030
"польский","духи",1, 0.01030
"польский","романс",1, 0.01030
"польский","тюрьма",1, 0.01030
"польский","пулемет",1, 0.01030
"польский","консульство",1, 0.01030
"польский","жолнер",1, 0.01030
"польский","госпиталь",1, 0.01030
"польский","кампания",1, 0.01030
"польский","праздник",1, 0.01030
"польский","бискуп",1, 0.01030
"польский","королевич",1, 0.01030
"польский","гетман",1, 0.01030
"польский","хутор",1, 0.01030
"польский","звон",1, 0.01030
"польский","композитор",1, 0.01030
"польский","гимн",1, 0.01030
"польский","кружок",1, 0.01030
"польский","брюки",1, 0.01030
"польский","рубеж",1, 0.01030
"польский","самолет",1, 0.01030
"польский","замок",1, 0.01030
"польский","половина",1, 0.01030
"польский","штаб",1, 0.01030
"польский","монастырь",1, 0.01030
"польский","панов",1, 0.01030
"польский","кооператив",1, 0.01030
"польский","биолог",1, 0.01030
"польский","часть",1, 0.01030
"польский","мятеж",1, 0.01030
"польский","кулак",1, 0.01030
"польский","танец",1, 0.01030
"польский","еврейка",1, 0.01030
"польский","женщина",1, 0.01030
"польский","врач",1, 0.01030
"польский","тенниска",1, 0.01030
"польский","букет",1, 0.01030
"польский","компартия",1, 0.01030
"польский","суп",1, 0.01030
"польский","партизан",1, 0.01030
"польский","химик",1, 0.01030
"польский","бедняк",1, 0.01030
"польский","соус",1, 0.01030
"польский","поместье",1, 0.01030
"польский","комендант",1, 0.01030
"польский","социолог",1, 0.01030
"польский","происхождение",1, 0.01030
"польский","ссыльный",1, 0.01030
"польский","еретик",1, 0.01030
"польский","порт",1, 0.01030
"польский","штаны",1, 0.01030
"польский","крестьянка",1, 0.01030
"польский","награда",1, 0.01030
"польский","вуз",1, 0.01030
"польский","гнет",1, 0.01030
"польский","военщина",1, 0.01030
"польский","мастер",1, 0.01030
"польский","аристократ",1, 0.01030
"польский","почта",1, 0.01030
"польский","время",1, 0.01030
"польский","пистолет",1, 0.01030
"польский","пилот",1, 0.01030
"польский","судно",1, 0.01030
"польский","столица",1, 0.01030
"польский","эскадрон",1, 0.01030
"польский","лес",1, 0.01030
"польский","охранка",1, 0.01030
"польский","музей",1, 0.01030
"польский","летчик",1, 0.01030
